date,dam,level_m,capacity_m3,level_raw,capacity_raw
2021-09-20,Capaccio,139.49,2413500,"139,49",2.413.500
2021-09-20,Capacciotti,170.3,8100900,"170,30",8.100.900
2021-09-20,Occhito,180.92,87002120,"180,92",87.002.120
2021-09-20,Osento,447.9,5834000,"447,90",5.834.000
2021-09-21,Capaccio,139.49,2413500,"139,49",2.413.500
2021-09-21,Capacciotti,170.1,7884100,"170,10",7.884.100
2021-09-21,Occhito,180.87,86510320,"180,87",86.510.320
2021-09-21,Osento,447.9,5834000,"447,90",5.834.000
2021-09-22,Capaccio,139.48,2402000,"139,48",2.402.000
2021-09-22,Capacciotti,169.85,7634700,"169,85",7.634.700
2021-09-22,Occhito,180.8,85821800,"180,80",85.821.800
2021-09-22,Osento,447.9,5834000,"447,90",5.834.000
2021-09-23,Capaccio,139.48,2402000,"139,48",2.402.000
2021-09-23,Capacciotti,169.6,7400200,"169,60",7.400.200
2021-09-23,Occhito,180.75,85330000,"180,75",85.330.000
2021-09-23,Osento,447.9,5834000,"447,90",5.834.000
2021-09-24,Capaccio,139.48,2402000,"139,48",2.402.000
2021-09-24,Capacciotti,169.2,7025000,"169,20",7.025.000
2021-09-24,Occhito,180.67,84543120,"180,67",84.543.120
2021-09-24,Osento,447.9,5834000,"447,90",5.834.000
2021-09-25,Capaccio,139.47,2390500,"139,47",2.390.500
2021-09-25,Capacciotti,169.0,6837400,"169,00",6.837.400
2021-09-25,Occhito,180.6,83854600,"180,60",83.854.600
2021-09-25,Osento,447.9,5834000,"447,90",5.834.000
2021-09-26,Capaccio,139.47,2390500,"139,47",2.390.500
2021-09-26,Capacciotti,168.6,6462000,"168,60",6.462.000
2021-09-26,Occhito,180.53,83166080,"180,53",83.166.080
2021-09-26,Osento,447.9,5834000,"447,90",5.834.000
2021-09-27,Capaccio,139.47,2390500,"139,47",2.390.500
2021-09-27,Capacciotti,168.4,6274400,"168,40",6.274.400
2021-09-27,Occhito,180.47,82575920,"180,47",82.575.920
2021-09-27,Osento,447.9,5834000,"447,90",5.834.000
2021-09-28,Capaccio,139.47,2390500,"139,47",2.390.500
2021-09-28,Capacciotti,168.2,6086800,"168,20",6.086.800
2021-09-28,Occhito,180.41,81985760,"180,41",81.985.760
2021-09-28,Osento,447.9,5834000,"447,90",5.834.000
2021-09-29,Capaccio,139.47,2390500,"139,47",2.390.500
2021-09-29,Capacciotti,168.05,5946100,"168,05",5.946.100
2021-09-29,Occhito,180.35,81395600,"180,35",81.395.600
2021-09-29,Osento,447.9,5834000,"447,90",5.834.000
2021-09-30,Capaccio,139.47,2390500,"139,47",2.390.500
2021-09-30,Capacciotti,167.9,5817500,"167,90",5.817.500
2021-09-30,Occhito,180.29,80805440,"180,29",80.805.440
2021-09-30,Osento,447.9,5834000,"447,90",5.834.000
2021-10-01,Capaccio,139.47,2390500,"139,47",2.390.500
2021-10-01,Capacciotti,167.9,5817500,"167,90",5.817.500
2021-10-01,Occhito,180.23,80215280,"180,23",80.215.280
2021-10-01,Osento,447.95,5857000,"447,95",5.857.000
2021-10-02,Capaccio,139.47,2390500,"139,47",2.390.500
2021-10-02,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-10-02,Occhito,180.15,79428400,"180,15",79.428.400
2021-10-02,Osento,447.9,5834000,"447,90",5.834.000
2021-10-03,Capaccio,139.47,2390500,"139,47",2.390.500
2021-10-03,Capacciotti,166.95,5049000,"166,95",5.049.000
2021-10-03,Occhito,180.08,78739880,"180,08",78.739.880
2021-10-03,Osento,447.9,5834000,"447,90",5.834.000
2021-10-04,Capaccio,139.47,2390500,"139,47",2.390.500
2021-10-04,Capacciotti,166.7,4847000,"166,70",4.847.000
2021-10-04,Occhito,180.02,78149720,"180,02",78.149.720
2021-10-04,Osento,447.9,5834000,"447,90",5.834.000
2021-10-05,Capaccio,139.47,2390500,"139,47",2.390.500
2021-10-05,Capacciotti,166.55,4725800,"166,55",4.725.800
2021-10-05,Occhito,179.95,77552100,"179,95",77.552.100
2021-10-05,Osento,447.9,5834000,"447,90",5.834.000
2021-10-06,Capaccio,139.48,2402000,"139,48",2.402.000
2021-10-06,Capacciotti,166.55,4725800,"166,55",4.725.800
2021-10-06,Occhito,179.91,77231380,"179,91",77.231.380
2021-10-06,Osento,447.9,5834000,"447,90",5.834.000
2021-10-07,Capaccio,139.48,2402000,"139,48",2.402.000
2021-10-07,Capacciotti,166.55,4725800,"166,55",4.725.800
2021-10-07,Occhito,179.88,76990840,"179,88",76.990.840
2021-10-07,Osento,447.9,5834000,"447,90",5.834.000
2021-10-08,Capaccio,139.49,2413500,"139,49",2.413.500
2021-10-08,Capacciotti,166.5,4685400,"166,50",4.685.400
2021-10-08,Occhito,179.85,76750300,"179,85",76.750.300
2021-10-08,Osento,447.9,5834000,"447,90",5.834.000
2021-10-09,Capaccio,139.5,2425000,"139,50",2.425.000
2021-10-09,Capacciotti,166.5,4685400,"166,50",4.685.400
2021-10-09,Occhito,179.82,76509760,"179,82",76.509.760
2021-10-09,Osento,447.9,5834000,"447,90",5.834.000
2021-10-10,Capaccio,139.5,2425000,"139,50",2.425.000
2021-10-10,Capacciotti,166.6,4766200,"166,60",4.766.200
2021-10-10,Occhito,179.79,76269220,"179,79",76.269.220
2021-10-10,Osento,447.9,5834000,"447,90",5.834.000
2021-10-11,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-11,Capacciotti,166.6,4766200,"166,60",4.766.200
2021-10-11,Occhito,179.78,76189040,"179,78",76.189.040
2021-10-11,Osento,447.9,5834000,"447,90",5.834.000
2021-10-12,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-12,Capacciotti,167.0,5090300,"167,00",5.090.300
2021-10-12,Occhito,179.76,76028680,"179,76",76.028.680
2021-10-12,Osento,447.9,5834000,"447,90",5.834.000
2021-10-13,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-13,Capacciotti,167.15,5211500,"167,15",5.211.500
2021-10-13,Occhito,179.73,75788140,"179,73",75.788.140
2021-10-13,Osento,447.9,5834000,"447,90",5.834.000
2021-10-14,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-14,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-10-14,Occhito,179.69,75467420,"179,69",75.467.420
2021-10-14,Osento,447.9,5834000,"447,90",5.834.000
2021-10-15,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-15,Capacciotti,167.45,5453900,"167,45",5.453.900
2021-10-15,Occhito,179.65,75146700,"179,65",75.146.700
2021-10-15,Osento,447.9,5834000,"447,90",5.834.000
2021-10-16,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-16,Capacciotti,167.45,5453900,"167,45",5.453.900
2021-10-16,Occhito,179.62,74906160,"179,62",74.906.160
2021-10-16,Osento,447.9,5834000,"447,90",5.834.000
2021-10-17,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-17,Capacciotti,167.45,5453900,"167,45",5.453.900
2021-10-17,Occhito,179.58,74585440,"179,58",74.585.440
2021-10-17,Osento,447.9,5834000,"447,90",5.834.000
2021-10-18,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-18,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-10-18,Occhito,179.54,74264720,"179,54",74.264.720
2021-10-18,Osento,447.9,5834000,"447,90",5.834.000
2021-10-19,Capaccio,139.52,2448000,"139,52",2.448.000
2021-10-19,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-10-19,Occhito,179.5,73944000,"179,50",73.944.000
2021-10-19,Osento,447.9,5834000,"447,90",5.834.000
2021-10-20,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-20,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-10-20,Occhito,179.46,73623280,"179,46",73.623.280
2021-10-20,Osento,447.9,5834000,"447,90",5.834.000
2021-10-21,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-21,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-10-21,Occhito,179.4,73142200,"179,40",73.142.200
2021-10-21,Osento,447.9,5834000,"447,90",5.834.000
2021-10-22,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-22,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-10-22,Occhito,179.34,72661120,"179,34",72.661.120
2021-10-22,Osento,447.9,5834000,"447,90",5.834.000
2021-10-23,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-23,Capacciotti,167.45,5453900,"167,45",5.453.900
2021-10-23,Occhito,179.29,72260220,"179,29",72.260.220
2021-10-23,Osento,447.9,5834000,"447,90",5.834.000
2021-10-24,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-24,Capacciotti,167.5,5494300,"167,50",5.494.300
2021-10-24,Occhito,179.24,71859320,"179,24",71.859.320
2021-10-24,Osento,447.9,5834000,"447,90",5.834.000
2021-10-25,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-25,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-10-25,Occhito,179.19,71458420,"179,19",71.458.420
2021-10-25,Osento,447.9,5834000,"447,90",5.834.000
2021-10-26,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-26,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-10-26,Occhito,179.15,71137700,"179,15",71.137.700
2021-10-26,Osento,447.9,5834000,"447,90",5.834.000
2021-10-27,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-27,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-10-27,Occhito,179.1,70736800,"179,10",70.736.800
2021-10-27,Osento,447.9,5834000,"447,90",5.834.000
2021-10-28,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-28,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-10-28,Occhito,179.06,70416080,"179,06",70.416.080
2021-10-28,Osento,447.9,5834000,"447,90",5.834.000
2021-10-29,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-29,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-10-29,Occhito,179.01,70015180,"179,01",70.015.180
2021-10-29,Osento,447.9,5834000,"447,90",5.834.000
2021-10-30,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-30,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-10-30,Occhito,178.96,69614280,"178,96",69.614.280
2021-10-30,Osento,447.9,5834000,"447,90",5.834.000
2021-10-31,Capaccio,139.51,2436500,"139,51",2.436.500
2021-10-31,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-10-31,Occhito,178.91,69213380,"178,91",69.213.380
2021-10-31,Osento,447.9,5834000,"447,90",5.834.000
2021-11-01,Capaccio,139.52,2448000,"139,52",2.448.000
2021-11-01,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-01,Occhito,178.86,68812480,"178,86",68.812.480
2021-11-01,Osento,447.9,5834000,"447,90",5.834.000
2021-11-02,Capaccio,139.52,2448000,"139,52",2.448.000
2021-11-02,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-02,Occhito,178.82,68491760,"178,82",68.491.760
2021-11-02,Osento,447.9,5834000,"447,90",5.834.000
2021-11-03,Capaccio,139.52,2448000,"139,52",2.448.000
2021-11-03,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-03,Occhito,178.77,68090860,"178,77",68.090.860
2021-11-03,Osento,447.9,5834000,"447,90",5.834.000
2021-11-04,Capaccio,139.54,2471000,"139,54",2.471.000
2021-11-04,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-04,Occhito,178.82,68491760,"178,82",68.491.760
2021-11-04,Osento,447.9,5834000,"447,90",5.834.000
2021-11-05,Capaccio,139.54,2471000,"139,54",2.471.000
2021-11-05,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-05,Occhito,178.8,68331400,"178,80",68.331.400
2021-11-05,Osento,447.9,5834000,"447,90",5.834.000
2021-11-06,Capaccio,139.54,2471000,"139,54",2.471.000
2021-11-06,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-06,Occhito,178.78,68171040,"178,78",68.171.040
2021-11-06,Osento,447.85,5811000,"447,85",5.811.000
2021-11-07,Capaccio,139.55,2482500,"139,55",2.482.500
2021-11-07,Capacciotti,167.3,5332700,"167,30",5.332.700
2021-11-07,Occhito,178.8,68331400,"178,80",68.331.400
2021-11-07,Osento,447.75,5765000,"447,75",5.765.000
2021-11-08,Capaccio,139.55,2482500,"139,55",2.482.500
2021-11-08,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-11-08,Occhito,178.8,68331400,"178,80",68.331.400
2021-11-08,Osento,447.7,5742000,"447,70",5.742.000
2021-11-09,Capaccio,139.58,2517000,"139,58",2.517.000
2021-11-09,Capacciotti,167.35,5373100,"167,35",5.373.100
2021-11-09,Occhito,178.86,68812480,"178,86",68.812.480
2021-11-09,Osento,447.6,5696000,"447,60",5.696.000
2021-11-10,Capaccio,139.61,2551500,"139,61",2.551.500
2021-11-10,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-11-10,Occhito,179.09,70656620,"179,09",70.656.620
2021-11-10,Osento,447.45,5616000,"447,45",5.616.000
2021-11-11,Capaccio,139.61,2551500,"139,61",2.551.500
2021-11-11,Capacciotti,167.4,5413500,"167,40",5.413.500
2021-11-11,Occhito,179.12,70897160,"179,12",70.897.160
2021-11-11,Osento,447.35,5548000,"447,35",5.548.000
2021-11-12,Capaccio,139.61,2551500,"139,61",2.551.500
2021-11-12,Capacciotti,167.45,5453900,"167,45",5.453.900
2021-11-12,Occhito,179.12,70897160,"179,12",70.897.160
2021-11-12,Osento,447.25,5480000,"447,25",5.480.000
2021-11-13,Capaccio,139.61,2551500,"139,61",2.551.500
2021-11-13,Capacciotti,167.45,5453900,"167,45",5.453.900
2021-11-13,Occhito,179.11,70816980,"179,11",70.816.980
2021-11-13,Osento,447.15,5412000,"447,15",5.412.000
2021-11-14,Capaccio,139.59,2528500,"139,59",2.528.500
2021-11-14,Capacciotti,167.5,5494300,"167,50",5.494.300
2021-11-14,Occhito,179.1,70736800,"179,10",70.736.800
2021-11-14,Osento,447.0,5310000,"447,00",5.310.000
2021-11-15,Capaccio,139.56,2494000,"139,56",2.494.000
2021-11-15,Capacciotti,167.6,5575100,"167,60",5.575.100
2021-11-15,Occhito,179.08,70576440,"179,08",70.576.440
2021-11-15,Osento,446.85,5202000,"446,85",5.202.000
2021-11-16,Capaccio,139.56,2494000,"139,56",2.494.000
2021-11-16,Capacciotti,167.65,5615500,"167,65",5.615.500
2021-11-16,Occhito,179.1,70736800,"179,10",70.736.800
2021-11-16,Osento,446.75,5130000,"446,75",5.130.000
2021-11-17,Capaccio,139.58,2517000,"139,58",2.517.000
2021-11-17,Capacciotti,167.65,5615500,"167,65",5.615.500
2021-11-17,Occhito,179.11,70816980,"179,11",70.816.980
2021-11-17,Osento,446.9,5238000,"446,90",5.238.000
2021-11-18,Capaccio,139.57,2505500,"139,57",2.505.500
2021-11-18,Capacciotti,168.0,5899200,"168,00",5.899.200
2021-11-18,Occhito,179.12,70897160,"179,12",70.897.160
2021-11-18,Osento,446.6,5022000,"446,60",5.022.000
2021-11-19,Capaccio,139.55,2482500,"139,55",2.482.500
2021-11-19,Capacciotti,168.1,5993000,"168,10",5.993.000
2021-11-19,Occhito,179.13,70977340,"179,13",70.977.340
2021-11-19,Osento,446.6,5022000,"446,60",5.022.000
2021-11-20,Capaccio,139.52,2448000,"139,52",2.448.000
2021-11-20,Capacciotti,168.1,5993000,"168,10",5.993.000
2021-11-20,Occhito,179.15,71137700,"179,15",71.137.700
2021-11-20,Osento,446.6,5022000,"446,60",5.022.000
2021-11-21,Capaccio,139.49,2413500,"139,49",2.413.500
2021-11-21,Capacciotti,168.1,5993000,"168,10",5.993.000
2021-11-21,Occhito,179.16,71217880,"179,16",71.217.880
2021-11-21,Osento,446.6,5022000,"446,60",5.022.000
2021-11-22,Capaccio,139.47,2390500,"139,47",2.390.500
2021-11-22,Capacciotti,168.1,5993000,"168,10",5.993.000
2021-11-22,Occhito,179.35,72741300,"179,35",72.741.300
2021-11-22,Osento,446.6,5022000,"446,60",5.022.000
2021-11-23,Capaccio,139.44,2356000,"139,44",2.356.000
2021-11-23,Capacciotti,168.15,6039900,"168,15",6.039.900
2021-11-23,Occhito,179.4,73142200,"179,40",73.142.200
2021-11-23,Osento,446.6,5022000,"446,60",5.022.000
2021-11-24,Capaccio,139.42,2333000,"139,42",2.333.000
2021-11-24,Capacciotti,168.05,5946100,"168,05",5.946.100
2021-11-24,Occhito,179.44,73462920,"179,44",73.462.920
2021-11-24,Osento,446.6,5022000,"446,60",5.022.000
2021-11-25,Capaccio,139.39,2298500,"139,39",2.298.500
2021-11-25,Capacciotti,168.0,5899200,"168,00",5.899.200
2021-11-25,Occhito,179.47,73703460,"179,47",73.703.460
2021-11-25,Osento,446.6,5022000,"446,60",5.022.000
2021-11-26,Capaccio,139.38,2287000,"139,38",2.287.000
2021-11-26,Capacciotti,168.0,5899200,"168,00",5.899.200
2021-11-26,Occhito,179.48,73783640,"179,48",73.783.640
2021-11-26,Osento,446.6,5022000,"446,60",5.022.000
2021-11-27,Capaccio,139.35,2252500,"139,35",2.252.500
2021-11-27,Capacciotti,168.0,5899200,"168,00",5.899.200
2021-11-27,Occhito,179.49,73863820,"179,49",73.863.820
2021-11-27,Osento,446.65,5058000,"446,65",5.058.000
2021-11-28,Capaccio,139.34,2241000,"139,34",2.241.000
2021-11-28,Capacciotti,168.15,6039900,"168,15",6.039.900
2021-11-28,Occhito,179.48,73783640,"179,48",73.783.640
2021-11-28,Osento,446.65,5058000,"446,65",5.058.000
2021-11-29,Capaccio,139.45,2367500,"139,45",2.367.500
2021-11-29,Capacciotti,168.5,6368200,"168,50",6.368.200
2021-11-29,Occhito,179.49,73863820,"179,49",73.863.820
2021-11-29,Osento,446.65,5058000,"446,65",5.058.000
2021-11-30,Capaccio,139.64,2586000,"139,64",2.586.000
2021-11-30,Capacciotti,168.85,6696500,"168,85",6.696.500
2021-11-30,Occhito,179.5,73944000,"179,50",73.944.000
2021-11-30,Osento,446.7,5094000,"446,70",5.094.000
2021-12-01,Capaccio,139.68,2632000,"139,68",2.632.000
2021-12-01,Capacciotti,169.05,6884300,"169,05",6.884.300
2021-12-01,Occhito,179.53,74184540,"179,53",74.184.540
2021-12-01,Osento,446.7,5094000,"446,70",5.094.000
2021-12-02,Capaccio,139.72,2678000,"139,72",2.678.000
2021-12-02,Capacciotti,169.4,7212600,"169,40",7.212.600
2021-12-02,Occhito,179.63,74986340,"179,63",74.986.340
2021-12-02,Osento,446.7,5094000,"446,70",5.094.000
2021-12-03,Capaccio,139.78,2747000,"139,78",2.747.000
2021-12-03,Capacciotti,169.65,7447100,"169,65",7.447.100
2021-12-03,Occhito,179.81,76429580,"179,81",76.429.580
2021-12-03,Osento,446.75,5130000,"446,75",5.130.000
2021-12-04,Capaccio,140.03,3045000,"140,03",3.045.000
2021-12-04,Capacciotti,170.0,7775700,"170,00",7.775.700
2021-12-04,Occhito,180.36,81493960,"180,36",81.493.960
2021-12-04,Osento,446.85,5202000,"446,85",5.202.000
2021-12-05,Capaccio,140.14,3210000,"140,14",3.210.000
2021-12-05,Capacciotti,170.3,8100900,"170,30",8.100.900
2021-12-05,Occhito,180.74,85231640,"180,74",85.231.640
2021-12-05,Osento,446.9,5238000,"446,90",5.238.000
2021-12-06,Capaccio,140.19,3285000,"140,19",3.285.000
2021-12-06,Capacciotti,170.6,8426100,"170,60",8.426.100
2021-12-06,Occhito,180.94,87198840,"180,94",87.198.840
2021-12-06,Osento,446.9,5238000,"446,90",5.238.000
2021-12-07,Capaccio,140.28,3420000,"140,28",3.420.000
2021-12-07,Capacciotti,170.9,8751300,"170,90",8.751.300
2021-12-07,Occhito,181.06,88379160,"181,06",88.379.160
2021-12-07,Osento,447.15,5412000,"447,15",5.412.000
2021-12-08,Capaccio,140.37,3555000,"140,37",3.555.000
2021-12-08,Capacciotti,171.25,9130800,"171,25",9.130.800
2021-12-08,Occhito,181.48,92510280,"181,48",92.510.280
2021-12-08,Osento,447.2,5446000,"447,20",5.446.000
2021-12-09,Capaccio,140.41,3615000,"140,41",3.615.000
2021-12-09,Capacciotti,171.5,9401800,"171,50",9.401.800
2021-12-09,Occhito,181.92,96838120,"181,92",96.838.120
2021-12-09,Osento,447.2,5446000,"447,20",5.446.000
2021-12-10,Capaccio,140.67,4005000,"140,67",4.005.000
2021-12-10,Capacciotti,171.7,9618600,"171,70",9.618.600
2021-12-10,Occhito,183.34,110805240,"183,34",110.805.240
2021-12-10,Osento,447.7,5742000,"447,70",5.742.000
2021-12-11,Capaccio,140.84,4260000,"140,84",4.260.000
2021-12-11,Capacciotti,171.9,9835400,"171,90",9.835.400
2021-12-11,Occhito,183.64,113756040,"183,64",113.756.040
2021-12-11,Osento,448.0,5880000,"448,00",5.880.000
2021-12-12,Capaccio,141.26,4916000,"141,26",4.916.000
2021-12-12,Capacciotti,172.4,10443100,"172,40",10.443.100
2021-12-12,Occhito,184.23,119559280,"184,23",119.559.280
2021-12-12,Osento,448.5,6080000,"448,50",6.080.000
2021-12-13,Capaccio,141.53,5348000,"141,53",5.348.000
2021-12-13,Capacciotti,172.6,10692700,"172,60",10.692.700
2021-12-13,Occhito,184.66,123788760,"184,66",123.788.760
2021-12-13,Osento,449.1,6458000,"449,10",6.458.000
2021-12-14,Capaccio,141.62,5492000,"141,62",5.492.000
2021-12-14,Capacciotti,172.8,10942300,"172,80",10.942.300
2021-12-14,Occhito,184.84,125559240,"184,84",125.559.240
2021-12-14,Osento,449.3,6554000,"449,30",6.554.000
2021-12-15,Capaccio,141.73,5668000,"141,73",5.668.000
2021-12-15,Capacciotti,173.2,11441400,"173,20",11.441.400
2021-12-15,Occhito,184.96,126739560,"184,96",126.739.560
2021-12-15,Osento,449.4,6602000,"449,40",6.602.000
2021-12-16,Capaccio,141.82,5812000,"141,82",5.812.000
2021-12-16,Capacciotti,173.5,11815800,"173,50",11.815.800
2021-12-16,Occhito,185.05,127634300,"185,05",127.634.300
2021-12-16,Osento,449.4,6602000,"449,40",6.602.000
2021-12-17,Capaccio,141.88,5908000,"141,88",5.908.000
2021-12-17,Capacciotti,173.8,12190200,"173,80",12.190.200
2021-12-17,Occhito,185.14,128536640,"185,14",128.536.640
2021-12-17,Osento,449.45,6626000,"449,45",6.626.000
2021-12-18,Capaccio,141.94,6004000,"141,94",6.004.000
2021-12-18,Capacciotti,174.1,12577900,"174,10",12.577.900
2021-12-18,Occhito,185.19,129037940,"185,19",129.037.940
2021-12-18,Osento,449.55,6685000,"449,55",6.685.000
2021-12-19,Capaccio,141.98,6068000,"141,98",6.068.000
2021-12-19,Capacciotti,174.25,12785200,"174,25",12.785.200
2021-12-19,Occhito,185.23,129438980,"185,23",129.438.980
2021-12-19,Osento,449.65,6755000,"449,65",6.755.000
2021-12-20,Capaccio,142.02,6133000,"142,02",6.133.000
2021-12-20,Capacciotti,174.45,13061600,"174,45",13.061.600
2021-12-20,Occhito,185.27,129840020,"185,27",129.840.020
2021-12-20,Osento,449.65,6755000,"449,65",6.755.000
2021-12-21,Capaccio,142.05,6182500,"142,05",6.182.500
2021-12-21,Capacciotti,174.55,13199800,"174,55",13.199.800
2021-12-21,Occhito,185.31,130241060,"185,31",130.241.060
2021-12-21,Osento,449.65,6755000,"449,65",6.755.000
2021-12-22,Capaccio,142.06,6199000,"142,06",6.199.000
2021-12-22,Capacciotti,174.65,13338000,"174,65",13.338.000
2021-12-22,Occhito,185.33,130441580,"185,33",130.441.580
2021-12-22,Osento,449.65,6755000,"449,65",6.755.000
2021-12-23,Capaccio,142.09,6248500,"142,09",6.248.500
2021-12-23,Capacciotti,174.75,13476200,"174,75",13.476.200
2021-12-23,Occhito,185.35,130642100,"185,35",130.642.100
2021-12-23,Osento,449.7,6790000,"449,70",6.790.000
2021-12-24,Capaccio,142.12,6298000,"142,12",6.298.000
2021-12-24,Capacciotti,174.85,13614400,"174,85",13.614.400
2021-12-24,Occhito,185.36,130742360,"185,36",130.742.360
2021-12-24,Osento,449.75,6825000,"449,75",6.825.000
2021-12-25,Capaccio,142.14,6331000,"142,14",6.331.000
2021-12-25,Capacciotti,174.95,13752600,"174,95",13.752.600
2021-12-25,Occhito,185.38,130942880,"185,38",130.942.880
2021-12-25,Osento,449.8,6860000,"449,80",6.860.000
2021-12-26,Capaccio,142.15,6347500,"142,15",6.347.500
2021-12-26,Capacciotti,174.95,13752600,"174,95",13.752.600
2021-12-26,Occhito,185.41,131243660,"185,41",131.243.660
2021-12-26,Osento,449.8,6860000,"449,80",6.860.000
2021-12-27,Capaccio,142.18,6397000,"142,18",6.397.000
2021-12-27,Capacciotti,175.05,13891500,"175,05",13.891.500
2021-12-27,Occhito,185.46,131744960,"185,46",131.744.960
2021-12-27,Osento,449.9,6930000,"449,90",6.930.000
2021-12-28,Capaccio,142.2,6430000,"142,20",6.430.000
2021-12-28,Capacciotti,175.2,14098800,"175,20",14.098.800
2021-12-28,Occhito,185.52,132346520,"185,52",132.346.520
2021-12-28,Osento,450.1,7050000,"450,10",7.050.000
2021-12-29,Capaccio,142.23,6479500,"142,23",6.479.500
2021-12-29,Capacciotti,175.4,14375200,"175,40",14.375.200
2021-12-29,Occhito,185.56,132747560,"185,56",132.747.560
2021-12-29,Osento,450.15,7075000,"450,15",7.075.000
2021-12-30,Capaccio,142.25,6512500,"142,25",6.512.500
2021-12-30,Capacciotti,175.6,14651600,"175,60",14.651.600
2021-12-30,Occhito,185.59,133048340,"185,59",133.048.340
2021-12-30,Osento,450.2,7100000,"450,20",7.100.000
2021-12-31,Capaccio,142.26,6529000,"142,26",6.529.000
2021-12-31,Capacciotti,175.8,14928000,"175,80",14.928.000
2021-12-31,Occhito,185.6,133148600,"185,60",133.148.600
2021-12-31,Osento,450.25,7125000,"450,25",7.125.000
2022-01-01,Capaccio,142.29,6578500,"142,29",6.578.500
2022-01-01,Capacciotti,175.9,15066200,"175,90",15.066.200
2022-01-01,Occhito,185.62,133349120,"185,62",133.349.120
2022-01-01,Osento,450.25,7125000,"450,25",7.125.000
2022-01-02,Capaccio,142.3,6595000,"142,30",6.595.000
2022-01-02,Capacciotti,176.2,15513600,"176,20",15.513.600
2022-01-02,Occhito,185.63,133449380,"185,63",133.449.380
2022-01-02,Osento,450.25,7125000,"450,25",7.125.000
2022-01-03,Capaccio,142.31,6611500,"142,31",6.611.500
2022-01-03,Capacciotti,176.5,15976200,"176,50",15.976.200
2022-01-03,Occhito,185.66,133750160,"185,66",133.750.160
2022-01-03,Osento,450.3,7150000,"450,30",7.150.000
2022-01-04,Capaccio,142.32,6628000,"142,32",6.628.000
2022-01-04,Capacciotti,176.65,16207500,"176,65",16.207.500
2022-01-04,Occhito,185.67,133850420,"185,67",133.850.420
2022-01-04,Osento,450.3,7150000,"450,30",7.150.000
2022-01-05,Capaccio,142.34,6661000,"142,34",6.661.000
2022-01-05,Capacciotti,176.8,16438800,"176,80",16.438.800
2022-01-05,Occhito,185.67,133850420,"185,67",133.850.420
2022-01-05,Osento,450.35,7175000,"450,35",7.175.000
2022-01-06,Capaccio,142.35,6677500,"142,35",6.677.500
2022-01-06,Capacciotti,176.95,16670100,"176,95",16.670.100
2022-01-06,Occhito,185.71,134251460,"185,71",134.251.460
2022-01-06,Osento,450.35,7175000,"450,35",7.175.000
2022-01-07,Capaccio,142.36,6694000,"142,36",6.694.000
2022-01-07,Capacciotti,177.05,16823900,"177,05",16.823.900
2022-01-07,Occhito,185.71,134251460,"185,71",134.251.460
2022-01-07,Osento,450.35,7175000,"450,35",7.175.000
2022-01-08,Capaccio,142.38,6727000,"142,38",6.727.000
2022-01-08,Capacciotti,177.15,16978100,"177,15",16.978.100
2022-01-08,Occhito,185.71,134251460,"185,71",134.251.460
